100088,2018-03-30,CHILD,MALE
100089,2018-03-31,CHILD,MALE
100090,2018-04-01,CHILD,MALE
100091,2018-04-02,YOUNG,MALE
100092,2018-04-03,YOUNG,MALE
100093,2018-04-04,YOUNG,MALE
100094,2018-04-05,YOUNG,MALE
100095,2018-04-06,YOUNG,MALE
100096,2018-04-07,YOUNG,MALE
100097,2018-04-08,YOUNG,MALE
100098,2018-04-09,YOUNG,MALE
100099,2018-04-10,YOUNG,MALE
100100,2018-04-11,YOUNG,MALE
100101,2018-04-12,YOUNG,MALE
100102,2018-04-13,YOUNG,MALE
100103,2018-04-14,YOUNG,MALE
100104,2018-04-15,YOUNG,MALE
100105,2018-04-16,YOUNG,MALE
100106,2018-04-17,YOUNG,MALE
100107,2018-04-18,YOUNG,MALE
100108,2018-04-19,YOUNG,MALE
100109,2018-04-20,YOUNG,MALE
100110,2018-04-21,YOUNG,MALE
100111,2018-04-22,YOUNG,MALE
100112,2018-04-23,YOUNG,MALE
100113,2018-04-24,YOUNG,MALE
100114,2018-04-25,YOUNG,MALE
100115,2018-04-26,YOUNG,MALE
100116,2018-04-27,YOUNG,MALE
100117,2018-04-28,YOUNG,MALE
100118,2018-04-29,YOUNG,MALE
100119,2018-04-30,YOUNG,MALE
100120,2018-05-01,YOUNG,MALE
100121,2018-05-02,YOUNG,MALE
100122,2018-05-03,YOUNG,MALE
100123,2018-05-04,YOUNG,MALE
100124,2018-05-05,YOUNG,MALE
100125,2018-05-06,YOUNG,MALE
100126,2018-05-07,YOUNG,MALE
100127,2018-05-08,YOUNG,MALE
100128,2018-05-09,YOUNG,MALE
100129,2018-05-10,YOUNG,MALE
100130,2018-05-11,YOUNG,MALE
100131,2018-05-12,YOUNG,MALE
100132,2018-05-13,YOUNG,MALE
100133,2018-05-14,YOUNG,MALE
100134,2018-05-15,YOUNG,MALE
100135,2018-05-16,YOUNG,MALE
100136,2018-05-17,YOUNG,MALE
100137,2018-05-18,YOUNG,MALE
100138,2018-05-19,YOUNG,MALE
100139,2018-05-20,YOUNG,MALE
100140,2018-05-21,YOUNG,MALE
100141,2018-05-22,YOUNG,MALE
100142,2018-05-23,YOUNG,MALE
100143,2018-05-24,YOUNG,MALE
100144,2018-05-25,YOUNG,MALE
100145,2018-05-26,YOUNG,MALE
100146,2018-05-27,YOUNG,MALE
100147,2018-05-28,YOUNG,MALE
100148,2018-05-29,YOUNG,MALE
100149,2018-05-30,YOUNG,MALE
100150,2018-05-31,YOUNG,MALE
100151,2018-06-01,YOUNG,MALE
100152,2018-06-02,YOUNG,MALE
100153,2018-06-03,YOUNG,MALE
100154,2018-06-04,YOUNG,MALE
100155,2018-06-05,YOUNG,MALE
100156,2018-06-06,YOUNG,MALE
100157,2018-06-07,YOUNG,MALE
100158,2018-06-08,YOUNG,MALE
100159,2018-06-09,YOUNG,MALE
100160,2018-06-10,YOUNG,MALE
100161,2018-06-11,YOUNG,MALE
100162,2018-06-12,YOUNG,MALE
100163,2018-06-13,YOUNG,MALE
100164,2018-06-14,YOUNG,MALE
100165,2018-06-15,YOUNG,MALE
100166,2018-06-16,YOUNG,MALE
100167,2018-06-17,YOUNG,MALE
100168,2018-06-18,YOUNG,MALE
100169,2018-06-19,YOUNG,MALE
100170,2018-06-20,YOUNG,MALE
100171,2018-06-21,YOUNG,MALE
100172,2018-06-22,YOUNG,MALE
100173,2018-06-23,YOUNG,MALE
100174,2018-06-24,YOUNG,MALE
100175,2018-06-25,YOUNG,MALE
100176,2018-06-26,YOUNG,MALE
100177,2018-06-27,YOUNG,MALE
100178,2018-06-28,YOUNG,MALE
100179,2018-06-29,YOUNG,MALE
100180,2018-06-30,YOUNG,MALE
100181,2018-07-01,YOUNG,MALE
100182,2018-07-02,YOUNG,MALE
100183,2018-07-03,YOUNG,MALE
100184,2018-07-04,YOUNG,MALE
100185,2018-07-05,YOUNG,MALE
100186,2018-07-06,YOUNG,MALE
100187,2018-07-07,YOUNG,MALE
100188,2018-07-08,YOUNG,MALE
100189,2018-07-09,YOUNG,MALE
100190,2018-07-10,YOUNG,MALE
100191,2018-07-11,YOUNG,MALE
100192,2018-07-12,YOUNG,MALE
100193,2018-07-13,YOUNG,MALE
100194,2018-07-14,YOUNG,MALE
100195,2018-07-15,YOUNG,MALE
100196,2018-07-16,YOUNG,MALE
100197,2018-07-17,YOUNG,MALE
100198,2018-07-18,YOUNG,MALE
100199,2018-07-19,YOUNG,MALE
100200,2018-07-20,YOUNG,MALE
100201,2018-07-21,YOUNG,MALE
100202,2018-07-22,YOUNG,MALE
100203,2018-07-23,YOUNG,MALE
100204,2018-07-24,YOUNG,MALE
100205,2018-07-25,YOUNG,MALE
100206,2018-07-26,MIDDLE,MALE
100207,2018-07-27,MIDDLE,MALE
100208,2018-07-28,MIDDLE,MALE
100209,2018-07-29,MIDDLE,MALE
100210,2018-07-30,MIDDLE,MALE
100211,2018-07-31,MIDDLE,MALE
100212,2018-08-01,MIDDLE,MALE
100213,2018-08-02,MIDDLE,MALE
100214,2018-08-03,MIDDLE,MALE
100215,2018-08-04,MIDDLE,MALE
100216,2018-08-05,MIDDLE,MALE
100217,2018-08-06,MIDDLE,MALE
100218,2018-08-07,MIDDLE,MALE
100219,2018-08-08,MIDDLE,MALE
100220,2018-08-09,MIDDLE,MALE
100221,2018-08-10,MIDDLE,MALE
100222,2018-08-11,MIDDLE,MALE
100223,2018-08-12,MIDDLE,MALE
100224,2018-08-13,MIDDLE,MALE
100225,2018-08-14,MIDDLE,MALE
100226,2018-08-15,MIDDLE,MALE
100227,2018-08-16,MIDDLE,MALE
100228,2018-08-17,MIDDLE,MALE
100229,2018-08-18,MIDDLE,MALE
100230,2018-08-19,MIDDLE,MALE
100231,2018-08-20,MIDDLE,MALE
100232,2018-08-21,MIDDLE,MALE
100233,2018-08-22,MIDDLE,MALE
100234,2018-08-23,MIDDLE,MALE
100235,2018-08-24,MIDDLE,MALE
100236,2018-08-25,MIDDLE,MALE
100237,2018-08-26,MIDDLE,MALE
100238,2018-08-27,MIDDLE,MALE
100239,2018-08-28,MIDDLE,MALE
100240,2018-08-29,MIDDLE,FEMALE
100241,2018-08-30,MIDDLE,FEMALE
100242,2018-08-31,MIDDLE,FEMALE
100243,2018-09-01,MIDDLE,FEMALE
100244,2018-09-02,MIDDLE,FEMALE
100245,2018-09-03,MIDDLE,FEMALE
100246,2018-09-04,MIDDLE,FEMALE
100247,2018-09-05,MIDDLE,FEMALE
100248,2018-09-06,MIDDLE,FEMALE
100249,2018-09-07,MIDDLE,FEMALE
100250,2018-09-08,MIDDLE,FEMALE
100251,2018-09-09,MIDDLE,FEMALE
100252,2018-09-10,MIDDLE,FEMALE
100253,2018-09-11,MIDDLE,FEMALE
100254,2018-09-12,MIDDLE,FEMALE
100255,2018-09-13,MIDDLE,FEMALE
100256,2018-09-14,MIDDLE,FEMALE
100257,2018-09-15,MIDDLE,FEMALE
100258,2018-09-16,MIDDLE,FEMALE
100259,2018-09-17,MIDDLE,FEMALE
100260,2018-09-18,MIDDLE,FEMALE
100261,2018-09-19,MIDDLE,FEMALE
100262,2018-09-20,MIDDLE,FEMALE
100263,2018-09-21,MIDDLE,FEMALE
100264,2018-09-22,MIDDLE,FEMALE
100265,2018-09-23,MIDDLE,FEMALE
100266,2018-09-24,MIDDLE,FEMALE
100267,2018-09-25,MIDDLE,FEMALE
100268,2018-09-26,MIDDLE,FEMALE
100269,2018-09-27,MIDDLE,FEMALE
100270,2018-09-28,MIDDLE,FEMALE
100271,2018-09-29,MIDDLE,FEMALE
100272,2018-09-30,MIDDLE,FEMALE
100273,2018-10-01,MIDDLE,FEMALE
100274,2018-10-02,MIDDLE,FEMALE
100275,2018-10-03,MIDDLE,FEMALE
100276,2018-10-04,MIDDLE,FEMALE
100277,2018-10-05,MIDDLE,FEMALE
100278,2018-10-06,MIDDLE,FEMALE
100279,2018-10-07,MIDDLE,FEMALE
100280,2018-10-08,MIDDLE,FEMALE
100281,2018-10-09,MIDDLE,FEMALE
100282,2018-10-10,MIDDLE,FEMALE
100283,2018-10-11,MIDDLE,FEMALE
100284,2018-10-12,MIDDLE,FEMALE
100285,2018-10-13,MIDDLE,FEMALE
100286,2018-10-14,MIDDLE,FEMALE
100287,2018-10-15,MIDDLE,FEMALE
100288,2018-10-16,MIDDLE,FEMALE
100289,2018-10-17,MIDDLE,FEMALE
100290,2018-10-18,MIDDLE,FEMALE
100291,2018-10-19,MIDDLE,FEMALE
100292,2018-10-20,MIDDLE,FEMALE
100293,2018-10-21,MIDDLE,FEMALE
100294,2018-10-22,MIDDLE,FEMALE
100295,2018-10-23,MIDDLE,FEMALE
100296,2018-10-24,MIDDLE,FEMALE
100297,2018-10-25,MIDDLE,FEMALE
100298,2018-10-26,MIDDLE,FEMALE
100299,2018-10-27,MIDDLE,FEMALE
100300,2018-10-28,MIDDLE,FEMALE
100301,2018-10-29,MIDDLE,FEMALE
100302,2018-10-30,MIDDLE,FEMALE
100303,2018-10-31,MIDDLE,FEMALE
100304,2018-11-01,MIDDLE,FEMALE
100305,2018-11-02,MIDDLE,FEMALE
100306,2018-11-03,MIDDLE,FEMALE
100307,2018-11-04,OLDER,FEMALE
100308,2018-11-05,OLDER,FEMALE
100309,2018-11-06,OLDER,FEMALE
100310,2018-11-07,OLDER,FEMALE
100311,2018-11-08,OLDER,FEMALE
100312,2018-11-09,OLDER,FEMALE
100313,2018-11-10,OLDER,FEMALE
100314,2018-11-11,OLDER,FEMALE
100315,2018-11-12,OLDER,FEMALE
100316,2018-11-13,OLDER,FEMALE
100317,2018-11-14,OLDER,FEMALE
100318,2018-11-15,OLDER,FEMALE
100319,2018-11-16,OLDER,FEMALE
100320,2018-11-17,OLDER,FEMALE
100321,2018-11-18,OLDER,FEMALE
100322,2018-11-19,OLDER,FEMALE
100323,2018-11-20,OLDER,FEMALE
100324,2018-11-21,OLDER,FEMALE
100325,2018-11-22,OLDER,FEMALE
100326,2018-11-23,OLDER,FEMALE
100327,2018-11-24,OLDER,FEMALE
100328,2018-11-25,OLDER,FEMALE
100329,2018-11-26,OLDER,FEMALE
100330,2018-11-27,OLDER,FEMALE
100331,2018-11-28,OLDER,FEMALE
100332,2018-11-29,OLDER,FEMALE
100333,2018-11-30,OLDER,FEMALE
100334,2018-12-01,OLDER,FEMALE
100335,2018-12-02,OLDER,FEMALE
100336,2018-12-03,OLDER,FEMALE
100337,2018-12-04,OLDER,FEMALE
100338,2018-12-05,OLDER,FEMALE
100339,2018-12-06,OLDER,FEMALE
100340,2018-12-07,OLDER,FEMALE
100341,2018-12-08,OLDER,FEMALE
100342,2018-12-09,OLDER,FEMALE
100343,2018-12-10,OLDER,FEMALE
100344,2018-12-11,OLDER,FEMALE
100345,2018-12-12,OLDER,FEMALE
100346,2018-12-13,OLDER,FEMALE
100347,2018-12-14,OLDER,FEMALE
100348,2018-12-15,OLDER,FEMALE
100349,2018-12-16,OLDER,FEMALE
100350,2018-12-17,OLDER,FEMALE
100351,2018-12-18,OLDER,FEMALE
100352,2018-12-19,OLDER,FEMALE
100353,2018-12-20,OLDER,FEMALE
100354,2018-12-21,OLDER,FEMALE
100355,2018-12-22,OLDER,FEMALE
100356,2018-12-23,OLDER,FEMALE
100357,2018-12-24,OLDER,FEMALE
100358,2018-12-25,OLDER,FEMALE
100359,2018-12-26,OLDER,FEMALE
100360,2018-12-27,OLDER,FEMALE
100361,2018-12-28,OLDER,FEMALE
100362,2018-12-29,OLDER,FEMALE
100363,2018-12-30,OLDER,FEMALE
100364,2018-12-31,OLDER,FEMALE
100365,2018-01-01,CHILD,MALE
100366,2018-01-02,CHILD,MALE
100367,2018-01-03,CHILD,MALE
100368,2018-01-04,CHILD,MALE
100369,2018-01-05,CHILD,MALE
100370,2018-01-06,CHILD,MALE
100371,2018-01-07,CHILD,MALE
100372,2018-01-08,CHILD,MALE
100373,2018-01-09,CHILD,MALE
100374,2018-01-10,CHILD,MALE
100375,2018-01-11,CHILD,MALE
100376,2018-01-12,CHILD,MALE
100377,2018-01-13,CHILD,MALE
100378,2018-01-14,CHILD,MALE
100379,2018-01-15,CHILD,MALE
100380,2018-01-16,CHILD,MALE
100381,2018-01-17,CHILD,MALE
100382,2018-01-18,CHILD,MALE
100383,2018-01-19,CHILD,MALE
100384,2018-01-20,CHILD,MALE
100385,2018-01-21,CHILD,MALE
100386,2018-01-22,CHILD,MALE
100387,2018-01-23,CHILD,MALE
100388,2018-01-24,CHILD,MALE
100389,2018-01-25,CHILD,MALE
100390,2018-01-26,CHILD,MALE
100391,2018-01-27,CHILD,MALE
100392,2018-01-28,CHILD,MALE
100393,2018-01-29,CHILD,MALE
100394,2018-01-30,CHILD,MALE
100395,2018-01-31,CHILD,MALE
100396,2018-02-01,CHILD,MALE
100397,2018-02-02,CHILD,MALE
100398,2018-02-03,CHILD,MALE
100399,2018-02-04,CHILD,MALE
100400,2018-02-05,CHILD,MALE
100401,2018-02-06,CHILD,MALE
100402,2018-02-07,CHILD,MALE
100403,2018-02-08,CHILD,MALE
100404,2018-02-09,CHILD,MALE
100405,2018-02-10,CHILD,MALE
100406,2018-02-11,CHILD,MALE
100407,2018-02-12,CHILD,MALE
100408,2018-02-13,CHILD,MALE
100409,2018-02-14,CHILD,MALE
100410,2018-02-15,CHILD,MALE
100411,2018-02-16,CHILD,MALE
100412,2018-02-17,CHILD,MALE
100413,2018-02-18,CHILD,MALE
100414,2018-02-19,CHILD,MALE
100415,2018-02-20,CHILD,MALE
100416,2018-02-21,CHILD,MALE
100417,2018-02-22,YOUNG,MALE
100418,2018-02-23,YOUNG,MALE
100419,2018-02-24,YOUNG,MALE
100420,2018-02-25,YOUNG,MALE
100421,2018-02-26,YOUNG,MALE
100422,2018-02-27,YOUNG,MALE
100423,2018-02-28,YOUNG,MALE
100424,2018-03-01,YOUNG,MALE
100425,2018-03-02,YOUNG,MALE
100426,2018-03-03,YOUNG,MALE
100427,2018-03-04,YOUNG,MALE
100428,2018-03-05,YOUNG,MALE
100429,2018-03-06,YOUNG,MALE
100430,2018-03-07,YOUNG,MALE
100431,2018-03-08,YOUNG,MALE
100432,2018-03-09,YOUNG,MALE
100433,2018-03-10,YOUNG,MALE
100434,2018-03-11,YOUNG,MALE
100435,2018-03-12,YOUNG,MALE
100436,2018-03-13,YOUNG,MALE
100437,2018-03-14,YOUNG,MALE
100438,2018-03-15,YOUNG,MALE
100439,2018-03-16,YOUNG,MALE
100440,2018-03-17,YOUNG,MALE
100441,2018-03-18,YOUNG,MALE
100442,2018-03-19,YOUNG,MALE
100443,2018-03-20,YOUNG,MALE
100444,2018-03-21,YOUNG,MALE
100445,2018-03-22,YOUNG,MALE
100446,2018-03-23,YOUNG,MALE
100447,2018-03-24,YOUNG,MALE
100448,2018-03-25,YOUNG,MALE
100449,2018-03-26,YOUNG,MALE
100450,2018-03-27,YOUNG,MALE
100451,2018-03-28,YOUNG,MALE
100452,2018-03-29,YOUNG,MALE
100453,2018-03-30,YOUNG,MALE
100454,2018-03-31,YOUNG,MALE
100455,2018-04-01,YOUNG,MALE
100456,2018-04-02,YOUNG,MALE
100457,2018-04-03,YOUNG,MALE
100458,2018-04-04,YOUNG,MALE
100459,2018-04-05,YOUNG,MALE
100460,2018-04-06,YOUNG,MALE
100461,2018-04-07,YOUNG,MALE
100462,2018-04-08,YOUNG,MALE
100463,2018-04-09,YOUNG,MALE
100464,2018-04-10,YOUNG,MALE
100465,2018-04-11,YOUNG,MALE
100466,2018-04-12,YOUNG,MALE
100467,2018-04-13,YOUNG,MALE
100468,2018-04-14,YOUNG,MALE
100469,2018-04-15,YOUNG,MALE
100470,2018-04-16,YOUNG,MALE
100471,2018-04-17,YOUNG,MALE
100472,2018-04-18,YOUNG,MALE
100473,2018-04-19,YOUNG,MALE
100474,2018-04-20,YOUNG,MALE
100475,2018-04-21,YOUNG,MALE
100476,2018-04-22,YOUNG,MALE
100477,2018-04-23,YOUNG,MALE
100478,2018-04-24,YOUNG,MALE
100479,2018-04-25,YOUNG,MALE
100480,2018-04-26,YOUNG,MALE
100481,2018-04-27,YOUNG,MALE
100482,2018-04-28,YOUNG,MALE
100483,2018-04-29,YOUNG,MALE
100484,2018-04-30,YOUNG,MALE
100485,2018-05-01,YOUNG,MALE
100486,2018-05-02,YOUNG,MALE
100487,2018-05-03,YOUNG,MALE
100488,2018-05-04,YOUNG,MALE
100489,2018-05-05,YOUNG,MALE
100490,2018-05-06,YOUNG,MALE
100491,2018-05-07,YOUNG,MALE
100492,2018-05-08,YOUNG,MALE
100493,2018-05-09,YOUNG,MALE
100494,2018-05-10,YOUNG,MALE
100495,2018-05-11,YOUNG,MALE
100496,2018-05-12,YOUNG,MALE
100497,2018-05-13,YOUNG,MALE
100498,2018-05-14,YOUNG,MALE
100499,2018-05-15,YOUNG,MALE
100500,2018-05-16,YOUNG,MALE
100501,2018-05-17,YOUNG,MALE
100502,2018-05-18,YOUNG,MALE
100503,2018-05-19,YOUNG,MALE
100504,2018-05-20,YOUNG,MALE
100505,2018-05-21,YOUNG,MALE
100506,2018-05-22,YOUNG,MALE
100507,2018-05-23,YOUNG,MALE
100508,2018-05-24,YOUNG,MALE
100509,2018-05-25,YOUNG,MALE
100510,2018-05-26,YOUNG,MALE
100511,2018-05-27,YOUNG,MALE
100512,2018-05-28,YOUNG,MALE
100513,2018-05-29,YOUNG,MALE
100514,2018-05-30,YOUNG,MALE
100515,2018-05-31,YOUNG,MALE
100516,2018-06-01,YOUNG,MALE
100517,2018-06-02,YOUNG,MALE
100518,2018-06-03,YOUNG,MALE
100519,2018-06-04,YOUNG,MALE
100520,2018-06-05,YOUNG,MALE
100521,2018-06-06,YOUNG,MALE
100522,2018-06-07,YOUNG,MALE
100523,2018-06-08,YOUNG,MALE
100524,2018-06-09,YOUNG,MALE
100525,2018-06-10,YOUNG,MALE
100526,2018-06-11,YOUNG,MALE
100527,2018-06-12,YOUNG,MALE
100528,2018-06-13,YOUNG,MALE
100529,2018-06-14,YOUNG,MALE
100530,2018-06-15,YOUNG,MALE
100531,2018-06-16,YOUNG,MALE
100532,2018-06-17,YOUNG,MALE
100533,2018-06-18,YOUNG,MALE
100534,2018-06-19,YOUNG,MALE
100535,2018-06-20,YOUNG,MALE
100536,2018-06-21,YOUNG,MALE
100537,2018-06-22,YOUNG,MALE
100538,2018-06-23,YOUNG,MALE
100539,2018-06-24,YOUNG,MALE
100540,2018-06-25,YOUNG,MALE
100541,2018-06-26,YOUNG,MALE
100542,2018-06-27,YOUNG,MALE
100543,2018-06-28,YOUNG,MALE
100544,2018-06-29,YOUNG,MALE
100545,2018-06-30,YOUNG,MALE
100546,2018-07-01,YOUNG,MALE
100547,2018-07-02,YOUNG,MALE
100548,2018-07-03,YOUNG,FEMALE
100549,2018-07-04,YOUNG,FEMALE
100550,2018-07-05,YOUNG,FEMALE
100551,2018-07-06,YOUNG,FEMALE
100552,2018-07-07,YOUNG,FEMALE
100553,2018-07-08,YOUNG,FEMALE
100554,2018-07-09,YOUNG,FEMALE
100555,2018-07-10,YOUNG,FEMALE
100556,2018-07-11,YOUNG,FEMALE
100557,2018-07-12,YOUNG,FEMALE
100558,2018-07-13,YOUNG,FEMALE
100559,2018-07-14,YOUNG,FEMALE
100560,2018-07-15,YOUNG,FEMALE
100561,2018-07-16,YOUNG,FEMALE
100562,2018-07-17,YOUNG,FEMALE
100563,2018-07-18,YOUNG,FEMALE
100564,2018-07-19,YOUNG,FEMALE
100565,2018-07-20,YOUNG,FEMALE
100566,2018-07-21,YOUNG,FEMALE
100567,2018-07-22,YOUNG,FEMALE
100568,2018-07-23,YOUNG,FEMALE
100569,2018-07-24,YOUNG,FEMALE
100570,2018-07-25,YOUNG,FEMALE
100571,2018-07-26,MIDDLE,FEMALE
100572,2018-07-27,MIDDLE,FEMALE
100573,2018-07-28,MIDDLE,FEMALE
100574,2018-07-29,MIDDLE,FEMALE
100575,2018-07-30,MIDDLE,FEMALE
100576,2018-07-31,MIDDLE,FEMALE
100577,2018-08-01,MIDDLE,FEMALE
100578,2018-08-02,MIDDLE,FEMALE
100579,2018-08-03,MIDDLE,FEMALE
100580,2018-08-04,MIDDLE,FEMALE
100581,2018-08-05,MIDDLE,FEMALE
100582,2018-08-06,MIDDLE,FEMALE
100583,2018-08-07,MIDDLE,FEMALE
100584,2018-08-08,YOUNG,FEMALE
100585,2018-08-09,YOUNG,MALE
100586,2018-08-10,YOUNG,MALE
100587,2018-08-11,YOUNG,MALE
100588,2018-08-12,YOUNG,MALE
100589,2018-08-13,YOUNG,MALE
100590,2018-08-14,YOUNG,MALE
100591,2018-08-15,YOUNG,MALE
100592,2018-08-16,YOUNG,MALE
100593,2018-08-17,YOUNG,MALE
100594,2018-08-18,YOUNG,MALE
100595,2018-08-19,YOUNG,MALE
100596,2018-08-20,YOUNG,MALE
100597,2018-08-21,YOUNG,MALE
100598,2018-08-22,YOUNG,MALE
100599,2018-08-23,YOUNG,MALE
100600,2018-08-24,YOUNG,MALE
100601,2018-08-25,YOUNG,MALE
100602,2018-08-26,YOUNG,MALE
100603,2018-08-27,YOUNG,MALE
100604,2018-08-28,YOUNG,MALE
100605,2018-08-29,YOUNG,FEMALE
100606,2018-08-30,YOUNG,FEMALE
100607,2018-08-31,YOUNG,FEMALE
100608,2018-09-01,YOUNG,FEMALE
100609,2018-09-02,YOUNG,FEMALE
100610,2018-09-03,YOUNG,FEMALE
100611,2018-09-04,YOUNG,FEMALE
100612,2018-09-05,YOUNG,FEMALE
100613,2018-09-06,YOUNG,FEMALE
100614,2018-09-07,YOUNG,FEMALE
100615,2018-09-08,YOUNG,FEMALE
100616,2018-09-09,YOUNG,FEMALE
100617,2018-09-10,YOUNG,FEMALE
100618,2018-09-11,YOUNG,FEMALE
100619,2018-09-12,YOUNG,FEMALE
100620,2018-09-13,YOUNG,FEMALE
100621,2018-09-14,YOUNG,FEMALE
100622,2018-09-15,YOUNG,FEMALE
100623,2018-09-16,YOUNG,FEMALE
100624,2018-09-17,YOUNG,FEMALE
100625,2018-09-18,YOUNG,FEMALE
100626,2018-09-19,YOUNG,FEMALE
100627,2018-09-20,YOUNG,FEMALE
100628,2018-09-21,YOUNG,FEMALE
100629,2018-09-22,YOUNG,FEMALE
100630,2018-09-23,YOUNG,FEMALE
100631,2018-09-24,YOUNG,FEMALE
100632,2018-09-25,YOUNG,FEMALE
100633,2018-09-26,YOUNG,FEMALE
100634,2018-09-27,YOUNG,FEMALE
100635,2018-09-28,YOUNG,FEMALE
100636,2018-09-29,YOUNG,FEMALE
100637,2018-09-30,YOUNG,FEMALE
100638,2018-10-01,YOUNG,FEMALE
100639,2018-10-02,YOUNG,FEMALE
100640,2018-10-03,YOUNG,FEMALE
100641,2018-10-04,YOUNG,FEMALE
100642,2018-10-05,YOUNG,FEMALE
100643,2018-10-06,YOUNG,FEMALE
100644,2018-10-07,YOUNG,FEMALE
100645,2018-10-08,YOUNG,FEMALE
100646,2018-10-09,YOUNG,FEMALE
100647,2018-10-10,YOUNG,FEMALE
100648,2018-10-11,YOUNG,FEMALE
100649,2018-10-12,YOUNG,FEMALE
100650,2018-10-13,YOUNG,FEMALE
100651,2018-10-14,YOUNG,FEMALE
100652,2018-10-15,YOUNG,MALE
100653,2018-10-16,YOUNG,MALE
100654,2018-10-17,YOUNG,MALE
100655,2018-10-18,YOUNG,MALE
100656,2018-10-19,YOUNG,MALE
100657,2018-10-20,MIDDLE,MALE
100658,2018-10-21,MIDDLE,MALE
100659,2018-10-22,MIDDLE,MALE
100660,2018-10-23,MIDDLE,MALE
100661,2018-10-24,MIDDLE,MALE
100662,2018-10-25,MIDDLE,MALE
100663,2018-10-26,MIDDLE,MALE
100664,2018-10-27,MIDDLE,MALE
100665,2018-10-28,MIDDLE,MALE
100666,2018-10-29,MIDDLE,MALE
100667,2018-10-30,MIDDLE,MALE
100668,2018-10-31,MIDDLE,MALE
100669,2018-11-01,MIDDLE,MALE
100670,2018-11-02,MIDDLE,MALE
100671,2018-11-03,MIDDLE,MALE
100672,2018-11-04,OLDER,MALE
100673,2018-11-05,OLDER,MALE
100674,2018-11-06,OLDER,MALE
100675,2018-11-07,OLDER,MALE
100676,2018-11-08,OLDER,MALE
100677,2018-11-09,OLDER,MALE
100678,2018-11-10,OLDER,MALE
100679,2018-11-11,OLDER,MALE
100680,2018-11-12,OLDER,MALE
100681,2018-11-13,OLDER,MALE
100682,2018-11-14,OLDER,MALE
